formulary_id,contract_year,1,2,3,4,5,6,7
00025000,2025,267.0,650.0,984.0,1069.0,696.0,0.0,0.0
00025001,2025,54.0,449.0,816.0,1088.0,650.0,0.0,0.0
00025002,2025,456.0,528.0,897.0,988.0,800.0,0.0,0.0
00025003,2025,506.0,486.0,889.0,988.0,800.0,0.0,0.0
00025006,2025,2384.0,1184.0,0.0,0.0,0.0,0.0,0.0
00025014,2025,4452.0,0.0,0.0,0.0,0.0,0.0,0.0
00025015,2025,362.0,1144.0,1196.0,355.0,800.0,0.0,0.0
00025016,2025,2534.0,1918.0,0.0,0.0,0.0,0.0,0.0
00025019,2025,362.0,1918.0,507.0,283.0,789.0,0.0,0.0
00025020,2025,547.0,1886.0,276.0,741.0,1002.0,0.0,0.0
00025022,2025,527.0,1283.0,605.0,647.0,1023.0,0.0,0.0
00025023,2025,302.0,1029.0,607.0,607.0,881.0,0.0,0.0
00025025,2025,326.0,1191.0,542.0,511.0,853.0,0.0,0.0
00025029,2025,3416.0,0.0,0.0,0.0,0.0,0.0,0.0
00025030,2025,3416.0,0.0,0.0,0.0,0.0,0.0,0.0
00025031,2025,3416.0,0.0,0.0,0.0,0.0,0.0,0.0
00025032,2025,3416.0,0.0,0.0,0.0,0.0,0.0,0.0
00025033,2025,3416.0,0.0,0.0,0.0,0.0,0.0,0.0
00025034,2025,3416.0,0.0,0.0,0.0,0.0,0.0,0.0
00025035,2025,3411.0,0.0,0.0,0.0,0.0,0.0,0.0
00025036,2025,3416.0,0.0,0.0,0.0,0.0,0.0,0.0
00025037,2025,575.0,839.0,205.0,1178.0,645.0,0.0,0.0
00025038,2025,3416.0,0.0,0.0,0.0,0.0,0.0,0.0
00025039,2025,1496.0,895.0,334.0,128.0,564.0,0.0,0.0
00025040,2025,3411.0,0.0,0.0,0.0,0.0,0.0,0.0
00025041,2025,1496.0,895.0,334.0,128.0,564.0,0.0,0.0
00025042,2025,1491.0,895.0,339.0,128.0,564.0,0.0,0.0
00025043,2025,1491.0,895.0,339.0,128.0,564.0,0.0,0.0
00025044,2025,1491.0,895.0,339.0,128.0,564.0,0.0,0.0
00025045,2025,2167.0,1239.0,0.0,0.0,0.0,0.0,0.0
00025046,2025,1491.0,895.0,339.0,128.0,564.0,0.0,0.0
00025047,2025,2167.0,1239.0,0.0,0.0,0.0,0.0,0.0
00025048,2025,1491.0,895.0,339.0,128.0,564.0,0.0,0.0
00025049,2025,214.0,693.0,560.0,1048.0,721.0,344.0,0.0
00025050,2025,2167.0,1239.0,0.0,0.0,0.0,0.0,0.0
00025051,2025,1300.0,853.0,334.0,128.0,564.0,239.0,0.0
00025052,2025,504.0,1146.0,383.0,802.0,726.0,0.0,0.0
00025053,2025,1489.0,865.0,339.0,124.0,563.0,0.0,0.0
00025054,2025,2167.0,1239.0,0.0,0.0,0.0,0.0,0.0
00025055,2025,3380.0,0.0,0.0,0.0,0.0,0.0,0.0
00025056,2025,2167.0,1239.0,0.0,0.0,0.0,0.0,0.0
00025059,2025,124.0,430.0,652.0,1105.0,721.0,0.0,0.0
00025061,2025,356.0,634.0,333.0,1281.0,719.0,0.0,0.0
00025063,2025,338.0,686.0,295.0,1369.0,634.0,0.0,0.0
00025064,2025,59.0,1445.0,274.0,411.0,711.0,360.0,0.0
00025066,2025,219.0,736.0,279.0,1122.0,756.0,249.0,0.0
00025070,2025,200.0,522.0,712.0,918.0,701.0,0.0,0.0
00025071,2025,161.0,967.0,254.0,1103.0,488.0,0.0,0.0
00025072,2025,320.0,638.0,912.0,844.0,806.0,0.0,0.0
00025074,2025,308.0,1018.0,236.0,1202.0,499.0,0.0,0.0
00025076,2025,344.0,1308.0,243.0,462.0,757.0,249.0,0.0
00025078,2025,246.0,699.0,846.0,797.0,809.0,199.0,0.0
00025079,2025,1352.0,577.0,601.0,765.0,37.0,0.0,0.0
00025080,2025,591.0,1305.0,210.0,465.0,757.0,33.0,0.0
00025081,2025,246.0,699.0,846.0,797.0,809.0,199.0,0.0
00025083,2025,307.0,895.0,788.0,555.0,842.0,198.0,0.0
00025084,2025,344.0,1303.0,243.0,465.0,757.0,249.0,0.0
00025086,2025,3585.0,0.0,0.0,0.0,0.0,0.0,0.0
00025087,2025,1353.0,613.0,601.0,765.0,0.0,0.0,0.0
00025089,2025,474.0,1119.0,664.0,302.0,649.0,65.0,0.0
00025091,2025,1353.0,613.0,601.0,765.0,0.0,0.0,0.0
00025093,2025,270.0,543.0,750.0,981.0,751.0,0.0,0.0
00025095,2025,3380.0,0.0,0.0,0.0,0.0,0.0,0.0
00025096,2025,486.0,903.0,433.0,1072.0,781.0,0.0,0.0
00025098,2025,3309.0,0.0,0.0,0.0,0.0,0.0,0.0
00025100,2025,405.0,476.0,764.0,957.0,756.0,0.0,0.0
00025101,2025,486.0,903.0,433.0,1074.0,781.0,0.0,0.0
00025102,2025,826.0,1489.0,272.0,245.0,770.0,0.0,0.0
00025104,2025,3380.0,0.0,0.0,0.0,0.0,0.0,0.0
00025105,2025,639.0,769.0,431.0,1047.0,780.0,0.0,0.0
00025106,2025,302.0,670.0,1035.0,764.0,784.0,0.0,0.0
00025108,2025,486.0,903.0,433.0,1074.0,781.0,0.0,0.0
00025109,2025,1489.0,865.0,315.0,124.0,563.0,24.0,0.0
00025116,2025,3518.0,0.0,0.0,0.0,0.0,0.0,0.0
00025117,2025,3376.0,0.0,0.0,0.0,0.0,0.0,0.0
00025118,2025,1489.0,865.0,339.0,126.0,563.0,0.0,0.0
00025119,2025,3518.0,0.0,0.0,0.0,0.0,0.0,0.0
00025120,2025,3381.0,0.0,0.0,0.0,0.0,0.0,0.0
00025121,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025122,2025,3382.0,0.0,0.0,0.0,0.0,0.0,0.0
00025123,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025124,2025,390.0,832.0,759.0,732.0,805.0,0.0,0.0
00025125,2025,1489.0,865.0,339.0,124.0,563.0,0.0,0.0
00025126,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025127,2025,3518.0,0.0,0.0,0.0,0.0,0.0,0.0
00025128,2025,279.0,655.0,703.0,950.0,756.0,0.0,0.0
00025129,2025,415.0,385.0,1012.0,723.0,781.0,0.0,0.0
00025130,2025,2384.0,1184.0,0.0,0.0,0.0,0.0,0.0
00025132,2025,240.0,832.0,759.0,732.0,805.0,150.0,0.0
00025133,2025,2384.0,1184.0,0.0,0.0,0.0,0.0,0.0
00025134,2025,560.0,1439.0,355.0,181.0,781.0,0.0,0.0
00025137,2025,195.0,558.0,958.0,771.0,682.0,0.0,0.0
00025138,2025,384.0,836.0,710.0,731.0,785.0,0.0,0.0
00025140,2025,267.0,367.0,921.0,852.0,724.0,0.0,0.0
00025141,2025,3299.0,0.0,0.0,0.0,0.0,0.0,0.0
00025143,2025,195.0,516.0,708.0,895.0,751.0,198.0,0.0
00025144,2025,371.0,722.0,659.0,783.0,764.0,0.0,0.0
00025145,2025,246.0,699.0,839.0,797.0,809.0,199.0,0.0
00025146,2025,504.0,1591.0,282.0,146.0,781.0,0.0,0.0
00025148,2025,3541.0,0.0,0.0,0.0,0.0,0.0,0.0
00025149,2025,405.0,476.0,764.0,957.0,756.0,0.0,0.0
00025151,2025,200.0,522.0,712.0,918.0,701.0,0.0,0.0
00025152,2025,384.0,847.0,722.0,731.0,785.0,0.0,0.0
00025155,2025,320.0,638.0,912.0,844.0,806.0,0.0,0.0
00025156,2025,396.0,427.0,990.0,710.0,781.0,0.0,0.0
00025157,2025,200.0,522.0,712.0,918.0,701.0,0.0,0.0
00025158,2025,144.0,460.0,687.0,912.0,701.0,149.0,0.0
00025159,2025,396.0,427.0,990.0,710.0,781.0,0.0,0.0
00025161,2025,397.0,729.0,841.0,813.0,809.0,0.0,0.0
00025162,2025,3376.0,0.0,0.0,0.0,0.0,0.0,0.0
00025163,2025,246.0,699.0,839.0,797.0,809.0,199.0,0.0
00025164,2025,298.0,697.0,756.0,906.0,793.0,230.0,0.0
00025165,2025,3680.0,0.0,0.0,0.0,0.0,0.0,0.0
00025167,2025,471.0,396.0,1027.0,794.0,785.0,0.0,0.0
00025169,2025,471.0,396.0,1027.0,807.0,785.0,0.0,0.0
00025170,2025,200.0,522.0,712.0,918.0,701.0,0.0,0.0
00025171,2025,320.0,638.0,912.0,844.0,806.0,0.0,0.0
00025172,2025,3253.0,0.0,0.0,0.0,0.0,0.0,0.0
00025174,2025,390.0,832.0,759.0,732.0,805.0,0.0,0.0
00025176,2025,231.0,463.0,742.0,900.0,736.0,198.0,0.0
00025177,2025,390.0,832.0,735.0,732.0,805.0,24.0,0.0
00025179,2025,200.0,522.0,712.0,918.0,701.0,0.0,0.0
00025180,2025,245.0,561.0,786.0,973.0,745.0,0.0,0.0
00025181,2025,320.0,638.0,912.0,844.0,806.0,0.0,0.0
00025182,2025,397.0,729.0,848.0,813.0,809.0,0.0,0.0
00025183,2025,590.0,1669.0,271.0,161.0,783.0,0.0,0.0
00025184,2025,285.0,972.0,930.0,721.0,1110.0,0.0,0.0
00025185,2025,472.0,410.0,1026.0,783.0,783.0,0.0,0.0
00025186,2025,284.0,684.0,1007.0,933.0,1110.0,0.0,0.0
00025187,2025,590.0,1669.0,271.0,161.0,783.0,0.0,0.0
00025188,2025,472.0,410.0,960.0,694.0,790.0,0.0,0.0
00025189,2025,1886.0,318.0,90.0,796.0,149.0,0.0,0.0
00025190,2025,590.0,1656.0,284.0,161.0,783.0,0.0,0.0
00025191,2025,3384.0,0.0,0.0,0.0,0.0,0.0,0.0
00025192,2025,460.0,374.0,1026.0,739.0,785.0,0.0,0.0
00025194,2025,272.0,1560.0,269.0,320.0,790.0,20.0,0.0
00025195,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025196,2025,3376.0,0.0,0.0,0.0,0.0,0.0,0.0
00025197,2025,735.0,1112.0,253.0,90.0,796.0,253.0,0.0
00025198,2025,261.0,1586.0,318.0,90.0,796.0,188.0,0.0
00025199,2025,396.0,427.0,990.0,710.0,781.0,0.0,0.0
00025200,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025202,2025,261.0,1586.0,318.0,90.0,796.0,188.0,0.0
00025203,2025,3376.0,0.0,0.0,0.0,0.0,0.0,0.0
00025204,2025,353.0,2037.0,253.0,126.0,889.0,65.0,0.0
00025205,2025,514.0,1585.0,266.0,158.0,781.0,0.0,0.0
00025207,2025,3376.0,0.0,0.0,0.0,0.0,0.0,0.0
00025208,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025209,2025,884.0,716.0,356.0,487.0,796.0,0.0,0.0
00025210,2025,396.0,427.0,992.0,710.0,784.0,0.0,0.0
00025211,2025,261.0,1586.0,253.0,90.0,796.0,253.0,0.0
00025212,2025,195.0,485.0,1080.0,760.0,678.0,0.0,0.0
00025213,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025215,2025,527.0,1572.0,266.0,158.0,789.0,0.0,0.0
00025216,2025,353.0,2032.0,296.0,126.0,889.0,27.0,0.0
00025218,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025219,2025,3376.0,0.0,0.0,0.0,0.0,0.0,0.0
00025220,2025,353.0,1518.0,318.0,254.0,796.0,0.0,0.0
00025222,2025,261.0,1422.0,318.0,254.0,796.0,188.0,0.0
00025224,2025,3376.0,0.0,0.0,0.0,0.0,0.0,0.0
00025225,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025227,2025,396.0,427.0,990.0,710.0,781.0,0.0,0.0
00025229,2025,3376.0,0.0,0.0,0.0,0.0,0.0,0.0
00025230,2025,1102.0,745.0,253.0,90.0,796.0,253.0,0.0
00025231,2025,514.0,1585.0,266.0,158.0,781.0,0.0,0.0
00025234,2025,3723.0,0.0,0.0,0.0,0.0,0.0,0.0
00025235,2025,353.0,1518.0,318.0,254.0,796.0,0.0,0.0
00025236,2025,442.0,1585.0,266.0,158.0,781.0,72.0,0.0
00025237,2025,396.0,427.0,990.0,710.0,781.0,0.0,0.0
00025238,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025239,2025,396.0,427.0,990.0,710.0,781.0,0.0,0.0
00025240,2025,353.0,1682.0,318.0,90.0,796.0,0.0,0.0
00025242,2025,2541.0,1182.0,0.0,0.0,0.0,0.0,0.0
00025243,2025,3378.0,0.0,0.0,0.0,0.0,0.0,0.0
00025244,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025245,2025,261.0,1586.0,253.0,90.0,796.0,253.0,0.0
00025246,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025247,2025,3239.0,0.0,0.0,0.0,0.0,0.0,0.0
00025248,2025,353.0,1518.0,318.0,254.0,796.0,0.0,0.0
00025249,2025,261.0,1625.0,318.0,90.0,796.0,149.0,0.0
00025250,2025,353.0,516.0,707.0,1148.0,889.0,122.0,0.0
00025251,2025,261.0,1151.0,589.0,254.0,796.0,188.0,0.0
00025252,2025,353.0,1682.0,318.0,90.0,796.0,0.0,0.0
00025253,2025,261.0,1620.0,231.0,90.0,796.0,241.0,0.0
00025254,2025,3723.0,0.0,0.0,0.0,0.0,0.0,0.0
00025255,2025,261.0,1586.0,253.0,90.0,796.0,253.0,0.0
00025256,2025,736.0,948.0,318.0,254.0,796.0,188.0,0.0
00025257,2025,3298.0,0.0,0.0,0.0,0.0,0.0,0.0
00025258,2025,885.0,987.0,318.0,254.0,796.0,0.0,0.0
00025260,2025,3240.0,0.0,0.0,0.0,0.0,0.0,0.0
00025261,2025,3298.0,0.0,0.0,0.0,0.0,0.0,0.0
00025262,2025,1677.0,171.0,318.0,90.0,796.0,188.0,0.0
00025263,2025,924.0,948.0,318.0,254.0,796.0,0.0,0.0
00025264,2025,3298.0,0.0,0.0,0.0,0.0,0.0,0.0
00025265,2025,3298.0,0.0,0.0,0.0,0.0,0.0,0.0
00025266,2025,3298.0,0.0,0.0,0.0,0.0,0.0,0.0
00025267,2025,3298.0,0.0,0.0,0.0,0.0,0.0,0.0
00025268,2025,216.0,493.0,659.0,1153.0,740.0,0.0,0.0
00025269,2025,303.0,379.0,1031.0,910.0,729.0,0.0,0.0
00025270,2025,247.0,525.0,851.0,1055.0,759.0,0.0,0.0
00025271,2025,411.0,842.0,832.0,763.0,810.0,0.0,0.0
00025272,2025,411.0,844.0,830.0,763.0,810.0,0.0,0.0
00025273,2025,411.0,842.0,792.0,763.0,810.0,40.0,0.0
00025274,2025,342.0,537.0,721.0,912.0,751.0,0.0,0.0
00025275,2025,397.0,729.0,848.0,813.0,809.0,0.0,0.0
00025277,2025,342.0,551.0,711.0,912.0,742.0,0.0,0.0
00025278,2025,397.0,729.0,841.0,813.0,809.0,0.0,0.0
00025283,2025,396.0,427.0,990.0,710.0,782.0,0.0,0.0
00025285,2025,240.0,844.0,756.0,744.0,805.0,150.0,0.0
00025286,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025287,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025288,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025289,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025290,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025291,2025,469.0,381.0,1037.0,800.0,785.0,0.0,0.0
00025292,2025,275.0,1613.0,256.0,686.0,685.0,0.0,0.0
00025293,2025,2129.0,1249.0,0.0,0.0,0.0,0.0,0.0
00025294,2025,587.0,1662.0,266.0,172.0,785.0,0.0,0.0
00025295,2025,396.0,427.0,990.0,710.0,781.0,0.0,0.0
00025296,2025,442.0,1585.0,266.0,158.0,781.0,72.0,0.0
00025297,2025,396.0,427.0,966.0,709.0,792.0,0.0,0.0
00025299,2025,716.0,1057.0,395.0,630.0,741.0,0.0,0.0
00025300,2025,514.0,1585.0,219.0,158.0,779.0,51.0,0.0
00025302,2025,514.0,1585.0,270.0,158.0,779.0,0.0,0.0
00025303,2025,342.0,537.0,721.0,912.0,751.0,0.0,0.0
00025304,2025,3589.0,0.0,0.0,0.0,0.0,0.0,0.0
00025305,2025,397.0,729.0,841.0,813.0,809.0,0.0,0.0
00025306,2025,277.0,774.0,985.0,769.0,718.0,0.0,0.0
00025310,2025,397.0,729.0,841.0,813.0,809.0,0.0,0.0
00025313,2025,246.0,699.0,839.0,797.0,809.0,199.0,0.0
00025316,2025,452.0,386.0,1033.0,736.0,781.0,0.0,0.0
00025317,2025,444.0,1590.0,280.0,158.0,781.0,76.0,0.0
00025318,2025,353.0,2037.0,318.0,126.0,889.0,0.0,0.0
00025319,2025,428.0,1112.0,363.0,756.0,743.0,0.0,0.0
00025320,2025,3408.0,0.0,0.0,0.0,0.0,0.0,0.0
00025321,2025,336.0,812.0,572.0,882.0,737.0,0.0,0.0
00025322,2025,336.0,812.0,572.0,882.0,737.0,0.0,0.0
00025323,2025,390.0,831.0,757.0,733.0,805.0,0.0,0.0
00025324,2025,219.0,721.0,657.0,784.0,764.0,152.0,0.0
00025326,2025,186.0,485.0,1066.0,760.0,671.0,0.0,0.0
00025327,2025,396.0,427.0,990.0,710.0,781.0,0.0,0.0
00025328,2025,436.0,770.0,754.0,759.0,805.0,0.0,0.0
00025330,2025,390.0,832.0,759.0,732.0,805.0,0.0,0.0
00025331,2025,390.0,832.0,759.0,732.0,805.0,0.0,0.0
00025332,2025,587.0,1662.0,269.0,172.0,785.0,0.0,0.0
00025334,2025,452.0,381.0,1027.0,736.0,781.0,0.0,0.0
00025338,2025,2455.0,1063.0,0.0,0.0,0.0,0.0,0.0
00025339,2025,3518.0,0.0,0.0,0.0,0.0,0.0,0.0
00025340,2025,3299.0,0.0,0.0,0.0,0.0,0.0,0.0
00025341,2025,3469.0,0.0,0.0,0.0,0.0,0.0,0.0
00025342,2025,259.0,884.0,459.0,1160.0,931.0,0.0,0.0
00025343,2025,259.0,847.0,440.0,874.0,801.0,0.0,0.0
00025345,2025,335.0,1013.0,609.0,571.0,883.0,0.0,0.0
00025347,2025,3518.0,0.0,0.0,0.0,0.0,0.0,0.0
00025348,2025,390.0,832.0,759.0,732.0,805.0,0.0,0.0
00025349,2025,287.0,386.0,1040.0,804.0,788.0,185.0,0.0
00025350,2025,295.0,650.0,892.0,889.0,770.0,0.0,0.0
00025351,2025,142.0,532.0,899.0,770.0,729.0,0.0,0.0
00025352,2025,587.0,1662.0,266.0,172.0,785.0,0.0,0.0
00025353,2025,3486.0,0.0,0.0,0.0,0.0,0.0,0.0
00025355,2025,320.0,913.0,717.0,744.0,669.0,0.0,0.0
00025356,2025,105.0,638.0,677.0,1022.0,613.0,0.0,0.0
00025357,2025,187.0,850.0,762.0,864.0,615.0,0.0,0.0
00025361,2025,309.0,966.0,565.0,811.0,845.0,0.0,0.0
00025364,2025,2455.0,1063.0,0.0,0.0,0.0,0.0,0.0
00025365,2025,304.0,999.0,805.0,986.0,942.0,0.0,0.0
00025366,2025,304.0,999.0,802.0,960.0,929.0,0.0,0.0
00025368,2025,167.0,1343.0,603.0,450.0,715.0,69.0,0.0
00025369,2025,2599.0,1109.0,0.0,0.0,0.0,0.0,0.0
00025370,2025,323.0,776.0,743.0,742.0,704.0,190.0,0.0
00025372,2025,443.0,1140.0,427.0,514.0,908.0,240.0,0.0
00025373,2025,3672.0,0.0,0.0,0.0,0.0,0.0,0.0
00025379,2025,162.0,684.0,709.0,711.0,823.0,163.0,0.0
00025380,2025,401.0,677.0,734.0,771.0,823.0,0.0,0.0
00025381,2025,258.0,649.0,734.0,771.0,823.0,171.0,0.0
00025382,2025,258.0,649.0,734.0,771.0,823.0,171.0,0.0
00025383,2025,258.0,649.0,735.0,771.0,833.0,171.0,0.0
00025384,2025,162.0,684.0,711.0,711.0,833.0,163.0,0.0
00025385,2025,218.0,567.0,836.0,740.0,732.0,0.0,0.0
00025387,2025,258.0,649.0,734.0,771.0,823.0,171.0,0.0
00025388,2025,3252.0,0.0,0.0,0.0,0.0,0.0,0.0
00025389,2025,303.0,1173.0,793.0,844.0,941.0,0.0,0.0
00025390,2025,260.0,870.0,693.0,915.0,847.0,0.0,0.0
00025393,2025,3269.0,0.0,0.0,0.0,0.0,0.0,0.0
00025394,2025,3518.0,0.0,0.0,0.0,0.0,0.0,0.0
00025395,2025,590.0,1674.0,1101.0,198.0,0.0,0.0,0.0
00025396,2025,398.0,945.0,576.0,839.0,813.0,0.0,0.0
00025397,2025,3562.0,0.0,0.0,0.0,0.0,0.0,0.0
00025398,2025,332.0,605.0,808.0,868.0,790.0,0.0,0.0
00025399,2025,3719.0,0.0,0.0,0.0,0.0,0.0,0.0
00025400,2025,3719.0,0.0,0.0,0.0,0.0,0.0,0.0
00025401,2025,3719.0,0.0,0.0,0.0,0.0,0.0,0.0
00025402,2025,3719.0,0.0,0.0,0.0,0.0,0.0,0.0
00025403,2025,2409.0,1310.0,0.0,0.0,0.0,0.0,0.0
00025404,2025,2409.0,1310.0,0.0,0.0,0.0,0.0,0.0
00025405,2025,618.0,1652.0,233.0,248.0,910.0,64.0,0.0
00025406,2025,3700.0,0.0,0.0,0.0,0.0,0.0,0.0
00025408,2025,224.0,1806.0,158.0,204.0,1034.0,60.0,0.0
00025409,2025,321.0,1238.0,596.0,579.0,744.0,0.0,0.0
00025410,2025,2284.0,351.0,154.0,870.0,0.0,0.0,0.0
00025411,2025,713.0,1261.0,292.0,649.0,952.0,0.0,0.0
00025412,2025,415.0,1295.0,141.0,209.0,736.0,285.0,0.0
00025413,2025,2879.0,0.0,0.0,0.0,0.0,0.0,0.0
00025414,2025,328.0,580.0,764.0,771.0,823.0,171.0,0.0
00025415,2025,224.0,1806.0,158.0,204.0,1034.0,60.0,0.0
00025417,2025,401.0,677.0,734.0,771.0,823.0,0.0,0.0
00025418,2025,156.0,534.0,593.0,725.0,821.0,577.0,0.0
00025419,2025,304.0,1516.0,157.0,206.0,612.0,46.0,0.0
00025420,2025,292.0,1106.0,447.0,555.0,827.0,136.0,0.0
00025421,2025,292.0,1106.0,447.0,555.0,827.0,136.0,0.0
00025422,2025,292.0,1106.0,447.0,555.0,827.0,136.0,0.0
00025423,2025,292.0,1106.0,447.0,555.0,827.0,136.0,0.0
00025424,2025,292.0,1119.0,434.0,555.0,827.0,136.0,0.0
00025426,2025,200.0,522.0,712.0,918.0,701.0,0.0,0.0
00025427,2025,245.0,561.0,786.0,973.0,745.0,0.0,0.0
00025428,2025,209.0,584.0,656.0,1009.0,586.0,0.0,0.0
00025429,2025,213.0,1117.0,604.0,591.0,704.0,0.0,0.0
00025432,2025,342.0,537.0,721.0,912.0,751.0,0.0,0.0
00025434,2025,397.0,729.0,841.0,813.0,809.0,0.0,0.0
00025435,2025,246.0,699.0,839.0,797.0,809.0,199.0,0.0
00025439,2025,200.0,522.0,712.0,918.0,701.0,0.0,0.0
00025440,2025,1434.0,1619.0,0.0,0.0,0.0,0.0,0.0
00025441,2025,245.0,561.0,786.0,973.0,745.0,0.0,0.0
00025442,2025,320.0,638.0,912.0,844.0,806.0,0.0,0.0
00025443,2025,342.0,537.0,721.0,912.0,751.0,0.0,0.0
00025444,2025,3588.0,0.0,0.0,0.0,0.0,0.0,0.0
00025445,2025,344.0,768.0,790.0,874.0,812.0,0.0,0.0
00025448,2025,3217.0,0.0,0.0,0.0,0.0,0.0,0.0
00025450,2025,262.0,571.0,629.0,1021.0,588.0,0.0,0.0
00025452,2025,368.0,495.0,666.0,1028.0,588.0,0.0,0.0
00025454,2025,415.0,1879.0,253.0,183.0,581.0,101.0,0.0
00025456,2025,457.0,504.0,813.0,945.0,694.0,0.0,0.0
00025457,2025,568.0,1312.0,283.0,440.0,792.0,0.0,0.0
00025458,2025,457.0,504.0,813.0,945.0,694.0,0.0,0.0
00025459,2025,457.0,504.0,813.0,945.0,694.0,0.0,0.0
00025460,2025,282.0,506.0,810.0,945.0,694.0,176.0,0.0
00025461,2025,537.0,572.0,811.0,799.0,694.0,0.0,0.0
00025462,2025,364.0,571.0,808.0,800.0,694.0,176.0,0.0
00025463,2025,364.0,571.0,808.0,800.0,694.0,176.0,0.0
00025464,2025,364.0,571.0,808.0,800.0,694.0,176.0,0.0
00025465,2025,364.0,571.0,808.0,800.0,694.0,176.0,0.0
00025467,2025,2289.0,969.0,0.0,0.0,0.0,0.0,0.0
00025468,2025,3300.0,0.0,0.0,0.0,0.0,0.0,0.0
00025469,2025,668.0,863.0,693.0,496.0,829.0,0.0,0.0
00025470,2025,397.0,729.0,841.0,813.0,809.0,0.0,0.0
00025471,2025,342.0,537.0,721.0,912.0,751.0,0.0,0.0
00025472,2025,342.0,537.0,721.0,912.0,751.0,0.0,0.0
00025473,2025,397.0,729.0,848.0,813.0,809.0,0.0,0.0
00025474,2025,491.0,824.0,1301.0,688.0,1042.0,0.0,0.0
00025475,2025,491.0,824.0,1301.0,688.0,1042.0,0.0,0.0
00025477,2025,472.0,393.0,1077.0,828.0,793.0,0.0,0.0
00025478,2025,3672.0,0.0,0.0,0.0,0.0,0.0,0.0
00025479,2025,263.0,931.0,553.0,1053.0,778.0,94.0,0.0
00025482,2025,3348.0,0.0,0.0,0.0,0.0,0.0,0.0
00025484,2025,3348.0,0.0,0.0,0.0,0.0,0.0,0.0
00025486,2025,353.0,901.0,333.0,830.0,796.0,27.0,0.0
00025487,2025,3240.0,0.0,0.0,0.0,0.0,0.0,0.0
00025488,2025,353.0,1519.0,318.0,254.0,796.0,0.0,0.0
00025489,2025,353.0,1519.0,318.0,254.0,796.0,0.0,0.0
00025490,2025,3090.0,0.0,0.0,0.0,0.0,0.0,0.0
00025491,2025,323.0,1877.0,435.0,436.0,873.0,0.0,0.0
00025492,2025,312.0,1884.0,435.0,442.0,873.0,0.0,0.0
00025494,2025,401.0,677.0,734.0,771.0,823.0,0.0,0.0
00025497,2025,2351.0,322.0,182.0,1017.0,0.0,0.0,0.0
00025498,2025,284.0,2037.0,276.0,141.0,142.0,652.0,13.0
00025499,2025,163.0,864.0,664.0,949.0,918.0,141.0,0.0
00025500,2025,3699.0,0.0,0.0,0.0,0.0,0.0,0.0
00025501,2025,146.0,468.0,871.0,774.0,840.0,162.0,0.0
00025502,2025,364.0,631.0,763.0,953.0,774.0,65.0,0.0
00025503,2025,3550.0,0.0,0.0,0.0,0.0,0.0,0.0
00025504,2025,65.0,2486.0,999.0,0.0,0.0,0.0,0.0
00025505,2025,609.0,869.0,678.0,609.0,847.0,0.0,0.0
00025506,2025,609.0,869.0,609.0,609.0,847.0,69.0,0.0
00025508,2025,609.0,869.0,678.0,609.0,847.0,0.0,0.0
00025509,2025,719.0,1560.0,206.0,145.0,748.0,27.0,0.0
00025511,2025,712.0,1537.0,193.0,133.0,727.0,27.0,0.0
00025512,2025,715.0,1549.0,226.0,177.0,763.0,27.0,0.0
00025515,2025,3542.0,0.0,0.0,0.0,0.0,0.0,0.0
00025516,2025,2663.0,1404.0,0.0,0.0,0.0,0.0,0.0
00025518,2025,230.0,835.0,688.0,837.0,903.0,108.0,0.0
00025520,2025,520.0,1083.0,352.0,817.0,835.0,0.0,0.0
00025521,2025,160.0,1810.0,265.0,798.0,880.0,0.0,0.0
